airport code,time zone
ORR,Cen. Australia Standard Time
ORT,Alaskan Standard Time
ORU,SA Western Standard Time
ORV,Alaskan Standard Time
ORW,Pakistan Standard Time
ORX,SA Eastern Standard Time
ORY,Romance Standard Time
ORZ,Central America Standard Time
OSC,Eastern Standard Time
OSD,W. Europe Standard Time
OSE,West Pacific Standard Time
OSF,Russian Standard Time
OSG,West Pacific Standard Time
OSH,Central Standard Time
OSI,Central European Standard Time
OSJ,E. Africa Standard Time
OSK,W. Europe Standard Time
OSL,W. Europe Standard Time
OSM,Arabic Standard Time
OSN,Korea Standard Time
OSO,E. Australia Standard Time
OSR,Central Europe Standard Time
OSS,Central Asia Standard Time
OST,Romance Standard Time
OSU,Eastern Standard Time
OSW,Ekaterinburg Standard Time
OSY,W. Europe Standard Time
OTC,W. Central Africa Standard Time
OTD,SA Pacific Standard Time
OTH,Pacific Standard Time
OTI,Tokyo Standard Time
OTJ,Namibia Standard Time
OTK,Pacific Standard Time
OTL,Greenwich Standard Time
OTM,Central Standard Time
OTN,Central Standard Time
OTP,GTB Standard Time
OTR,Central America Standard Time
OTS,Pacific Standard Time
OTT,Central Brazilian Standard Time
OTZ,Alaskan Standard Time
OUA,Greenwich Standard Time
OUD,Morocco Standard Time
OUE,W. Central Africa Standard Time
OUG,Greenwich Standard Time
OUH,South Africa Standard Time
OUI,Romance Standard Time
OUK,GMT Standard Time
OUL,FLE Standard Time
OUM,W. Central Africa Standard Time
OUN,Central Standard Time
OUR,W. Central Africa Standard Time
OUS,E. South America Standard Time
OUT,W. Central Africa Standard Time
OUZ,Greenwich Standard Time
OVA,E. Africa Standard Time
OVB,N. Central Asia Standard Time
OVD,Romance Standard Time
OVE,Pacific Standard Time
OVG,South Africa Standard Time
OVL,Pacific SA Standard Time
OVR,Argentina Standard Time
OVS,Ekaterinburg Standard Time
OWA,Central Standard Time
OWB,Central Standard Time
OWD,Eastern Standard Time
OWK,Eastern Standard Time
OXB,Greenwich Standard Time
OXC,Eastern Standard Time
OXD,Eastern Standard Time
OXF,GMT Standard Time
OXO,E. Australia Standard Time
OXR,Pacific Standard Time
OXY,E. Australia Standard Time
OYA,Argentina Standard Time
OYC,SA Eastern Standard Time
OYE,W. Central Africa Standard Time
OYG,E. Africa Standard Time
OYK,SA Eastern Standard Time
OYL,E. Africa Standard Time
OYN,AUS Eastern Standard Time
OYO,Argentina Standard Time
OYP,SA Eastern Standard Time
OZA,Central Standard Time
OZC,Singapore Standard Time
OZG,Morocco Standard Time
OZH,FLE Standard Time
OZP,Romance Standard Time
OZR,Central Standard Time
OZZ,Morocco Standard Time
PAA,Myanmar Standard Time
PAB,India Standard Time
PAC,SA Pacific Standard Time
PAD,W. Europe Standard Time
PAE,Pacific Standard Time
PAF,E. Africa Standard Time
PAG,Singapore Standard Time
PAH,Central Standard Time
PAJ,Pakistan Standard Time
PAK,Hawaiian Standard Time
PAL,SA Pacific Standard Time
PAM,Central Standard Time
PAN,SE Asia Standard Time
PAO,Pacific Standard Time
PAP,Haiti Standard Time
PAQ,Alaskan Standard Time
PAS,GTB Standard Time
PAT,India Standard Time
PAU,Myanmar Standard Time
PAV,Bahia Standard Time
PAX,Haiti Standard Time
PAY,Singapore Standard Time
PAZ,Central Standard Time (Mexico)
PBB,Central Brazilian Standard Time
PBC,Central Standard Time (Mexico)
PBD,India Standard Time
PBE,SA Pacific Standard Time
PBF,Central Standard Time
PBG,Eastern Standard Time
PBH,Bangladesh Standard Time
PBI,Eastern Standard Time
PBJ,Central Pacific Standard Time
PBL,Venezuela Standard Time
PBM,SA Eastern Standard Time
PBN,W. Central Africa Standard Time
PBO,W. Australia Standard Time
PBP,Central America Standard Time
PBQ,SA Western Standard Time
PBR,Central America Standard Time
PBT,Paraguay Standard Time
PBU,Myanmar Standard Time
PBX,Central Brazilian Standard Time
PBZ,South Africa Standard Time
PCA,Alaskan Standard Time
PCB,SE Asia Standard Time
PCC,SA Pacific Standard Time
PCD,Central Standard Time
PCF,South Africa Standard Time
PCG,Central America Standard Time
PCH,Central America Standard Time
PCJ,Paraguay Standard Time
PCL,SA Pacific Standard Time
PCM,Eastern Standard Time (Mexico)
PCN,New Zealand Standard Time
PCO,Mountain Standard Time (Mexico)
PCP,Sao Tome Standard Time
PCQ,SE Asia Standard Time
PCR,SA Pacific Standard Time
PCS,SA Eastern Standard Time
PCT,Eastern Standard Time
PCU,Central Standard Time
PCV,Mountain Standard Time (Mexico)
PDA,SA Pacific Standard Time
PDB,Alaskan Standard Time
PDC,Central Pacific Standard Time
PDD,South Africa Standard Time
PDE,Cen. Australia Standard Time
PDF,Bahia Standard Time
PDG,SE Asia Standard Time
PDI,West Pacific Standard Time
PDK,Eastern Standard Time
PDL,Azores Standard Time
PDM,SA Pacific Standard Time
PDN,Cen. Australia Standard Time
PDO,SE Asia Standard Time
PDP,Montevideo Standard Time
PDR,SA Eastern Standard Time
PDS,Central Standard Time
PDT,Pacific Standard Time
PDU,Montevideo Standard Time
PDV,FLE Standard Time
PDX,Pacific Standard Time
PDZ,Venezuela Standard Time
PEA,Cen. Australia Standard Time
PEB,South Africa Standard Time
PEC,Alaskan Standard Time
PED,Central Europe Standard Time
PEE,Ekaterinburg Standard Time
PEF,W. Europe Standard Time
PEG,W. Europe Standard Time
PEH,Argentina Standard Time
PEI,SA Pacific Standard Time
PEK,China Standard Time
PEL,South Africa Standard Time
PEM,SA Pacific Standard Time
PEN,Singapore Standard Time
PEP,AUS Central Standard Time
PEQ,Central Standard Time
PER,W. Australia Standard Time
PES,Russian Standard Time
PET,E. South America Standard Time
PEU,Central America Standard Time
PEV,Central Europe Standard Time
PEW,Pakistan Standard Time
PEX,Russian Standard Time
PEY,Cen. Australia Standard Time
PEZ,Russian Standard Time
PFB,E. South America Standard Time
PFC,Pacific Standard Time
PFJ,Greenwich Standard Time
PFO,GTB Standard Time
PFQ,Iran Standard Time
PFR,South Africa Standard Time
PGA,US Mountain Standard Time
PGB,West Pacific Standard Time
PGC,Eastern Standard Time
PGD,Eastern Standard Time
PGE,West Pacific Standard Time
PGF,Romance Standard Time
PGH,India Standard Time
PGI,W. Central Africa Standard Time
PGK,SE Asia Standard Time
PGL,Central Standard Time
PGM,Alaskan Standard Time
PGN,West Pacific Standard Time
PGO,Mountain Standard Time
PGQ,Tokyo Standard Time
PGR,Central Standard Time
PGU,Iran Standard Time
PGV,Eastern Standard Time
PGX,Romance Standard Time
PGZ,E. South America Standard Time
PHA,SE Asia Standard Time
PHB,SA Eastern Standard Time
PHC,W. Central Africa Standard Time
PHD,Eastern Standard Time
PHE,W. Australia Standard Time
PHF,Eastern Standard Time
PHG,W. Central Africa Standard Time
PHI,SA Eastern Standard Time
PHK,Eastern Standard Time
PHL,Eastern Standard Time
PHN,Eastern Standard Time
PHO,Alaskan Standard Time
PHP,Mountain Standard Time
PHQ,E. Australia Standard Time
PHS,SE Asia Standard Time
PHT,Central Standard Time
PHW,South Africa Standard Time
PHX,US Mountain Standard Time
PHY,SE Asia Standard Time
PIA,Central Standard Time
PIB,Central Standard Time
PIC,Turks And Caicos Standard Time
PIE,Eastern Standard Time
PIF,Taipei Standard Time
PIH,Mountain Standard Time
PIK,GMT Standard Time
PIL,Argentina Standard Time
PIM,Eastern Standard Time
PIN,SA Western Standard Time
PIO,SA Pacific Standard Time
PIP,Alaskan Standard Time
PIR,Central Standard Time
PIS,Romance Standard Time
PIT,Eastern Standard Time
PIU,SA Pacific Standard Time
PIV,E. South America Standard Time
PIW,Central Standard Time
PIX,Azores Standard Time
PIZ,Alaskan Standard Time
PJA,W. Europe Standard Time
PJB,US Mountain Standard Time
PJC,Paraguay Standard Time
PJG,Pakistan Standard Time
PJM,Central America Standard Time
PKA,Alaskan Standard Time
PKB,Eastern Standard Time
PKC,Russia Time Zone 11
PKD,Central Standard Time
PKE,AUS Eastern Standard Time
PKF,Central Standard Time
PKG,Singapore Standard Time
PKJ,Central America Standard Time
PKK,Myanmar Standard Time
PKN,SE Asia Standard Time
PKO,W. Central Africa Standard Time
PKP,Hawaiian Standard Time
PKR,Nepal Standard Time
PKT,AUS Central Standard Time
PKU,SE Asia Standard Time
PKV,Russian Standard Time
PKW,South Africa Standard Time
PKX,China Standard Time
PKY,SE Asia Standard Time
PKZ,SE Asia Standard Time
PLD,Central America Standard Time
PLE,West Pacific Standard Time
PLF,W. Central Africa Standard Time
PLJ,Central America Standard Time
PLK,Central Standard Time
PLL,SA Western Standard Time
PLM,SE Asia Standard Time
PLN,Eastern Standard Time
PLO,Cen. Australia Standard Time
PLQ,FLE Standard Time
PLR,Central Standard Time
PLS,Turks And Caicos Standard Time
PLT,SA Pacific Standard Time
PLU,E. South America Standard Time
PLV,FLE Standard Time
PLW,Singapore Standard Time
PLX,Central Asia Standard Time
PLY,US Eastern Standard Time
PLZ,South Africa Standard Time
PMA,E. Africa Standard Time
PMB,Central Standard Time
PMC,Pacific SA Standard Time
PMD,Pacific Standard Time
PME,GMT Standard Time
PMF,W. Europe Standard Time
PMG,Paraguay Standard Time
PMH,Eastern Standard Time
PMI,Romance Standard Time
PMK,E. Australia Standard Time
PML,Alaskan Standard Time
PMN,West Pacific Standard Time
PMO,W. Europe Standard Time
PMP,West Pacific Standard Time
PMQ,Argentina Standard Time
PMR,New Zealand Standard Time
PMS,Syria Standard Time
PMT,SA Western Standard Time
PMV,Venezuela Standard Time
PMW,Tocantins Standard Time
PMY,Argentina Standard Time
PMZ,Central America Standard Time
PNA,Romance Standard Time
PNB,Tocantins Standard Time
PNC,Central Standard Time
PND,Central America Standard Time
PNE,Eastern Standard Time
PNG,E. South America Standard Time
PNH,SE Asia Standard Time
PNI,Central Pacific Standard Time
PNK,SE Asia Standard Time
PNL,W. Europe Standard Time
PNN,Eastern Standard Time
PNP,West Pacific Standard Time
PNQ,India Standard Time
PNR,W. Central Africa Standard Time
PNS,Central Standard Time
PNT,Magallanes Standard Time
PNU,Mountain Standard Time
PNV,FLE Standard Time
PNX,Central Standard Time
PNY,India Standard Time
PNZ,SA Eastern Standard Time
POA,E. South America Standard Time
POB,Eastern Standard Time
POC,Pacific Standard Time
POD,Greenwich Standard Time
POE,Central Standard Time
POF,Central Standard Time
POG,W. Central Africa Standard Time
POI,SA Western Standard Time
POJ,E. South America Standard Time
POL,South Africa Standard Time
POM,West Pacific Standard Time
PON,Central America Standard Time
POO,E. South America Standard Time
POP,SA Western Standard Time
POR,FLE Standard Time
POS,SA Western Standard Time
POT,SA Pacific Standard Time
POU,Eastern Standard Time
POV,Central Europe Standard Time
POW,Central Europe Standard Time
POX,Romance Standard Time
POY,Mountain Standard Time
POZ,Central European Standard Time
PPA,Central Standard Time
PPB,E. South America Standard Time
PPC,Alaskan Standard Time
PPE,US Mountain Standard Time
PPF,Central Standard Time
PPG,UTC-11
PPH,Venezuela Standard Time
PPI,Cen. Australia Standard Time
PPJ,SE Asia Standard Time
PPK,Central Asia Standard Time
PPL,Nepal Standard Time
PPM,Eastern Standard Time
PPN,SA Pacific Standard Time
PPP,E. Australia Standard Time
PPQ,New Zealand Standard Time
PPR,SE Asia Standard Time
PPS,Singapore Standard Time
PPT,Hawaiian Standard Time
PPU,Myanmar Standard Time
PPV,Alaskan Standard Time
PPW,GMT Standard Time
PPX,West Pacific Standard Time
PPY,E. South America Standard Time
PPZ,Venezuela Standard Time
PQC,SE Asia Standard Time
PQD,Sri Lanka Standard Time
PQI,Eastern Standard Time
PQM,Central Standard Time (Mexico)
PQQ,AUS Eastern Standard Time
PQS,Alaskan Standard Time
PQT,Greenland Standard Time
PRA,Argentina Standard Time
PRB,Pacific Standard Time
PRC,US Mountain Standard Time
PRD,W. Australia Standard Time
PRE,SA Pacific Standard Time
PRG,Central Europe Standard Time
PRH,SE Asia Standard Time
PRI,Mauritius Standard Time
PRK,South Africa Standard Time
PRM,SA Pacific Standard Time
PRN,Central Europe Standard Time
PRO,Central Standard Time
PRP,Romance Standard Time
PRQ,Argentina Standard Time
PRR,SA Western Standard Time
PRS,Central Pacific Standard Time
PRU,Myanmar Standard Time
PRV,Central Europe Standard Time
PRW,Central Standard Time
PRX,Central Standard Time
PRY,South Africa Standard Time
PRZ,Pacific Standard Time
PSA,W. Europe Standard Time
PSC,Pacific Standard Time
PSD,Egypt Standard Time
PSE,SA Western Standard Time
PSF,Eastern Standard Time
PSG,Alaskan Standard Time
PSH,W. Europe Standard Time
PSI,Pakistan Standard Time
PSJ,Singapore Standard Time
PSK,Eastern Standard Time
PSL,GMT Standard Time
PSM,Eastern Standard Time
PSN,Central Standard Time
PSO,SA Pacific Standard Time
PSP,Pacific Standard Time
PSQ,Eastern Standard Time
PSR,W. Europe Standard Time
PSS,Argentina Standard Time
PSU,SE Asia Standard Time
PSV,GMT Standard Time
PSW,E. South America Standard Time
PSX,Central Standard Time
PSY,SA Eastern Standard Time
PSZ,SA Western Standard Time
PTA,Alaskan Standard Time
PTB,Eastern Standard Time
PTC,Alaskan Standard Time
PTD,Alaskan Standard Time
PTF,Fiji Standard Time
PTG,South Africa Standard Time
PTH,Alaskan Standard Time
PTJ,AUS Eastern Standard Time
PTK,Eastern Standard Time
PTM,Venezuela Standard Time
PTN,Central Standard Time
PTO,E. South America Standard Time
PTP,SA Western Standard Time
PTQ,SA Eastern Standard Time
PTT,Central Standard Time
PTU,Alaskan Standard Time
PTV,Pacific Standard Time
PTW,Eastern Standard Time
PTX,SA Pacific Standard Time
PTY,SA Pacific Standard Time
PTZ,SA Pacific Standard Time
PUA,West Pacific Standard Time
PUB,Mountain Standard Time
PUC,Mountain Standard Time
PUD,Argentina Standard Time
PUE,SA Pacific Standard Time
PUF,Romance Standard Time
PUG,Cen. Australia Standard Time
PUJ,SA Western Standard Time
PUK,Hawaiian Standard Time
PUL,Pacific Standard Time
PUM,Singapore Standard Time
PUN,South Africa Standard Time
PUP,Greenwich Standard Time
PUQ,Magallanes Standard Time
PUR,SA Western Standard Time
PUS,Korea Standard Time
PUT,India Standard Time
PUU,SA Pacific Standard Time
PUV,Central Pacific Standard Time
PUW,Pacific Standard Time
PUX,Pacific SA Standard Time
PUY,Central European Standard Time
PUZ,Central America Standard Time
PVA,SA Pacific Standard Time
PVC,Eastern Standard Time
PVD,Eastern Standard Time
PVE,SA Pacific Standard Time
PVF,Pacific Standard Time
PVG,China Standard Time
PVH,SA Western Standard Time
PVI,E. South America Standard Time
PVK,GTB Standard Time
PVL,Eastern Standard Time
PVO,SA Pacific Standard Time
PVR,Central Standard Time (Mexico)
PVS,Russia Time Zone 11
PVU,Mountain Standard Time
PVW,Central Standard Time
PWA,Central Standard Time
PWD,Mountain Standard Time
PWE,Russia Time Zone 11
PWI,E. Africa Standard Time
PWK,Central Standard Time
PWL,SE Asia Standard Time
PWM,Eastern Standard Time
PWN,Eastern Standard Time
PWO,South Africa Standard Time
PWQ,Central Asia Standard Time
PWR,Alaskan Standard Time
PWT,Pacific Standard Time
PWY,Mountain Standard Time
PXA,SE Asia Standard Time
PXH,Cen. Australia Standard Time
PXL,US Mountain Standard Time
PXM,Central Standard Time (Mexico)
PXO,GMT Standard Time
PXR,SE Asia Standard Time
PXU,SE Asia Standard Time
PYA,SA Pacific Standard Time
PYB,India Standard Time
PYC,SA Pacific Standard Time
PYE,Hawaiian Standard Time
PYG,India Standard Time
PYH,SA Pacific Standard Time
PYJ,Yakutsk Standard Time
PYK,Iran Standard Time
PYL,Alaskan Standard Time
PYM,Eastern Standard Time
PYO,SA Pacific Standard Time
PYR,GTB Standard Time
PYV,SA Pacific Standard Time
PYX,SE Asia Standard Time
PYY,SE Asia Standard Time
PZA,SA Pacific Standard Time
PZB,South Africa Standard Time
PZH,Pakistan Standard Time
PZI,China Standard Time
PZK,Hawaiian Standard Time
PZL,South Africa Standard Time
PZO,Venezuela Standard Time
PZS,Pacific SA Standard Time
PZU,Sudan Standard Time
PZY,Central Europe Standard Time
QAQ,W. Europe Standard Time
QBC,Pacific Standard Time
QCH,E. South America Standard Time
QCJ,E. South America Standard Time
QCN,E. South America Standard Time
QCP,SA Eastern Standard Time
QCR,E. South America Standard Time
QCU,Greenland Standard Time
QCY,GMT Standard Time
QDB,E. South America Standard Time
QDJ,W. Central Africa Standard Time
QDV,E. South America Standard Time
QDY,Korea Standard Time
QET,
QFG,Greenland Standard Time
QFI,Greenland Standard Time
QFX,Greenland Standard Time
QGA,Central Brazilian Standard Time
QGC,E. South America Standard Time
QGF,E. South America Standard Time
QGP,SA Eastern Standard Time
QGQ,Greenland Standard Time
QGU,Tokyo Standard Time
QHB,E. South America Standard Time
QHN,Tocantins Standard Time
QHR,E. Africa Standard Time
QHU,W. Europe Standard Time
QHV,E. South America Standard Time
QID,E. South America Standard Time
QIG,SA Eastern Standard Time
QIT,Bahia Standard Time
QJB,Arab Standard Time
QJD,AUS Eastern Standard Time
QJE,Greenland Standard Time
QJI,Greenland Standard Time
QJP,Korea Standard Time
QLD,W. Central Africa Standard Time
QLR,GMT Standard Time
QMH,W. Central Africa Standard Time
