airport code,time zone
MFV,Eastern Standard Time
MFX,Romance Standard Time
MFZ,West Pacific Standard Time
MGA,Central America Standard Time
MGB,Cen. Australia Standard Time
MGC,Central Standard Time
MGD,SA Western Standard Time
MGE,Eastern Standard Time
MGF,E. South America Standard Time
MGH,South Africa Standard Time
MGJ,Eastern Standard Time
MGK,Myanmar Standard Time
MGL,W. Europe Standard Time
MGM,Central Standard Time
MGN,SA Pacific Standard Time
MGP,West Pacific Standard Time
MGQ,E. Africa Standard Time
MGR,Eastern Standard Time
MGS,Hawaiian Standard Time
MGT,AUS Central Standard Time
MGU,Myanmar Standard Time
MGV,W. Australia Standard Time
MGW,Eastern Standard Time
MGX,W. Central Africa Standard Time
MGY,Eastern Standard Time
MGZ,Myanmar Standard Time
MHA,SA Western Standard Time
MHB,New Zealand Standard Time
MHC,Pacific SA Standard Time
MHD,Iran Standard Time
MHE,Central Standard Time
MHF,SA Pacific Standard Time
MHG,W. Europe Standard Time
MHH,Eastern Standard Time
MHI,E. Africa Standard Time
MHK,Central Standard Time
MHL,Central Standard Time
MHN,Mountain Standard Time
MHO,W. Australia Standard Time
MHQ,FLE Standard Time
MHR,Pacific Standard Time
MHS,Pacific Standard Time
MHT,Eastern Standard Time
MHU,AUS Eastern Standard Time
MHV,Pacific Standard Time
MHW,SA Western Standard Time
MHX,Hawaiian Standard Time
MHY,West Pacific Standard Time
MHZ,GMT Standard Time
MIA,Eastern Standard Time
MIB,Central Standard Time
MID,Central Standard Time (Mexico)
MIE,US Eastern Standard Time
MIF,Central Standard Time
MIG,China Standard Time
MIH,W. Australia Standard Time
MII,E. South America Standard Time
MIJ,UTC+12
MIK,FLE Standard Time
MIM,AUS Eastern Standard Time
MIN,Cen. Australia Standard Time
MIP,Israel Standard Time
MIR,W. Central Africa Standard Time
MIS,West Pacific Standard Time
MIT,Pacific Standard Time
MIU,W. Central Africa Standard Time
MIV,Eastern Standard Time
MIY,AUS Central Standard Time
MIZ,AUS Central Standard Time
MJA,E. Africa Standard Time
MJB,UTC+12
MJC,Greenwich Standard Time
MJD,Pakistan Standard Time
MJE,UTC+12
MJF,W. Europe Standard Time
MJG,Cuba Standard Time
MJI,Libya Standard Time
MJJ,West Pacific Standard Time
MJK,W. Australia Standard Time
MJL,W. Central Africa Standard Time
MJM,South Africa Standard Time
MJN,E. Africa Standard Time
MJO,Namibia Standard Time
MJP,W. Australia Standard Time
MJR,Argentina Standard Time
MJS,South Africa Standard Time
MJT,GTB Standard Time
MJU,Singapore Standard Time
MJV,Romance Standard Time
MJW,South Africa Standard Time
MJX,Eastern Standard Time
MJZ,Yakutsk Standard Time
MKB,W. Central Africa Standard Time
MKC,Central Standard Time
MKE,Central Standard Time
MKG,Eastern Standard Time
MKH,South Africa Standard Time
MKI,W. Central Africa Standard Time
MKJ,W. Central Africa Standard Time
MKK,Hawaiian Standard Time
MKL,Central Standard Time
MKM,Singapore Standard Time
MKN,West Pacific Standard Time
MKP,Hawaiian Standard Time
MKQ,Tokyo Standard Time
MKR,W. Australia Standard Time
MKS,E. Africa Standard Time
MKU,W. Central Africa Standard Time
MKW,Tokyo Standard Time
MKY,E. Australia Standard Time
MKZ,Singapore Standard Time
MLA,W. Europe Standard Time
MLB,Eastern Standard Time
MLC,Central Standard Time
MLE,West Asia Standard Time
MLG,SE Asia Standard Time
MLI,Central Standard Time
MLK,Mountain Standard Time
MLL,Alaskan Standard Time
MLM,Central Standard Time (Mexico)
MLN,Morocco Standard Time
MLO,GTB Standard Time
MLP,Singapore Standard Time
MLQ,West Pacific Standard Time
MLR,Cen. Australia Standard Time
MLS,Mountain Standard Time
MLU,Central Standard Time
MLV,E. Australia Standard Time
MLW,Greenwich Standard Time
MLX,Turkey Standard Time
MLY,Alaskan Standard Time
MLZ,Montevideo Standard Time
MMB,Tokyo Standard Time
MMC,Central Standard Time (Mexico)
MMD,Tokyo Standard Time
MME,GMT Standard Time
MMF,W. Central Africa Standard Time
MMG,W. Australia Standard Time
MMH,Pacific Standard Time
MMI,Eastern Standard Time
MMJ,Tokyo Standard Time
MMK,Russian Standard Time
MML,Central Standard Time
MMM,E. Australia Standard Time
MMO,Cape Verde Standard Time
MMQ,South Africa Standard Time
MMS,Central Standard Time
MMT,Eastern Standard Time
MMU,Eastern Standard Time
MMV,West Pacific Standard Time
MMX,W. Europe Standard Time
MMY,Tokyo Standard Time
MMZ,Afghanistan Standard Time
MNA,Singapore Standard Time
MNB,W. Central Africa Standard Time
MNC,South Africa Standard Time
MND,SA Pacific Standard Time
MNE,Cen. Australia Standard Time
MNF,Fiji Standard Time
MNG,AUS Central Standard Time
MNH,Arabian Standard Time
MNI,SA Western Standard Time
MNJ,E. Africa Standard Time
MNK,UTC+12
MNL,Singapore Standard Time
MNM,Central Standard Time
MNN,Eastern Standard Time
MNO,South Africa Standard Time
MNQ,E. Australia Standard Time
MNR,South Africa Standard Time
MNS,South Africa Standard Time
MNT,Alaskan Standard Time
MNU,Myanmar Standard Time
MNW,AUS Central Standard Time
MNX,SA Western Standard Time
MNY,Central Pacific Standard Time
MNZ,Eastern Standard Time
MOA,Cuba Standard Time
MOB,Central Standard Time
MOC,E. South America Standard Time
MOD,Pacific Standard Time
MOE,Myanmar Standard Time
MOF,Singapore Standard Time
MOG,Myanmar Standard Time
MOH,Singapore Standard Time
MOI,Hawaiian Standard Time
MOJ,SA Eastern Standard Time
MOK,West Asia Standard Time
MOL,W. Europe Standard Time
MOM,Greenwich Standard Time
MON,New Zealand Standard Time
MOO,Cen. Australia Standard Time
MOQ,E. Africa Standard Time
MOS,Alaskan Standard Time
MOT,Central Standard Time
MOU,Alaskan Standard Time
MOV,E. Australia Standard Time
MOY,SA Pacific Standard Time
MOZ,Hawaiian Standard Time
MPA,Namibia Standard Time
MPB,Eastern Standard Time
MPC,SE Asia Standard Time
MPD,Pakistan Standard Time
MPF,West Pacific Standard Time
MPG,West Pacific Standard Time
MPH,Singapore Standard Time
MPI,SA Pacific Standard Time
MPJ,Central Standard Time
MPL,Romance Standard Time
MPM,South Africa Standard Time
MPN,SA Eastern Standard Time
MPO,Eastern Standard Time
MPP,SA Pacific Standard Time
MPT,Singapore Standard Time
MPU,West Pacific Standard Time
MPV,Eastern Standard Time
MPW,FLE Standard Time
MPX,West Pacific Standard Time
MPY,SA Eastern Standard Time
MPZ,Central Standard Time
MQA,W. Australia Standard Time
MQB,Central Standard Time
MQC,Saint Pierre Standard Time
MQD,Argentina Standard Time
MQE,AUS Central Standard Time
MQF,Ekaterinburg Standard Time
MQG,Namibia Standard Time
MQH,E. South America Standard Time
MQJ,Russia Time Zone 10
MQK,Central Brazilian Standard Time
MQL,AUS Eastern Standard Time
MQM,Turkey Standard Time
MQN,W. Europe Standard Time
MQO,West Pacific Standard Time
MQP,South Africa Standard Time
MQQ,W. Central Africa Standard Time
MQR,SA Pacific Standard Time
MQS,SA Western Standard Time
MQT,Eastern Standard Time
MQU,SA Pacific Standard Time
MQV,W. Central Africa Standard Time
MQX,E. Africa Standard Time
MQY,Central Standard Time
MQZ,W. Australia Standard Time
MRA,Libya Standard Time
MRB,Eastern Standard Time
MRC,Central Standard Time
MRD,Venezuela Standard Time
MRE,E. Africa Standard Time
MRF,Central Standard Time
MRG,E. Australia Standard Time
MRH,West Pacific Standard Time
MRI,Alaskan Standard Time
MRK,Eastern Standard Time
MRM,West Pacific Standard Time
MRN,Eastern Standard Time
MRO,New Zealand Standard Time
MRP,Cen. Australia Standard Time
MRQ,Singapore Standard Time
MRR,SA Pacific Standard Time
MRS,Romance Standard Time
MRT,AUS Central Standard Time
MRU,Mauritius Standard Time
MRV,Russian Standard Time
MRW,Romance Standard Time
MRX,Iran Standard Time
MRY,Pacific Standard Time
MRZ,AUS Eastern Standard Time
MSA,Central Standard Time
MSB,SA Western Standard Time
MSC,US Mountain Standard Time
MSF,AUS Central Standard Time
MSH,Arabian Standard Time
MSI,SE Asia Standard Time
MSJ,Tokyo Standard Time
MSL,Central Standard Time
MSM,W. Central Africa Standard Time
MSN,Central Standard Time
MSO,Mountain Standard Time
MSP,Central Standard Time
MSQ,Belarus Standard Time
MSR,Turkey Standard Time
MSS,Eastern Standard Time
MST,W. Europe Standard Time
MSU,South Africa Standard Time
MSV,Eastern Standard Time
MSW,E. Africa Standard Time
MSX,W. Central Africa Standard Time
MSY,Central Standard Time
MSZ,W. Central Africa Standard Time
MTA,New Zealand Standard Time
MTB,SA Pacific Standard Time
MTC,Eastern Standard Time
MTD,AUS Central Standard Time
MTE,SA Eastern Standard Time
MTF,E. Africa Standard Time
MTG,Central Brazilian Standard Time
MTH,Eastern Standard Time
MTI,Cape Verde Standard Time
MTJ,Mountain Standard Time
MTK,UTC+12
MTL,AUS Eastern Standard Time
MTM,Alaskan Standard Time
MTN,Eastern Standard Time
MTO,Central Standard Time
MTP,Eastern Standard Time
MTQ,E. Australia Standard Time
MTR,SA Pacific Standard Time
MTS,South Africa Standard Time
MTT,Central Standard Time (Mexico)
MTU,South Africa Standard Time
MTV,Central Pacific Standard Time
MTW,Central Standard Time
MTX,Alaskan Standard Time
MTY,Central Standard Time (Mexico)
MTZ,Jordan Standard Time
MUA,Central Pacific Standard Time
MUB,South Africa Standard Time
MUC,W. Europe Standard Time
MUD,South Africa Standard Time
MUE,Hawaiian Standard Time
MUF,Tokyo Standard Time
MUG,Mountain Standard Time (Mexico)
MUH,Egypt Standard Time
MUI,Eastern Standard Time
MUJ,E. Africa Standard Time
MUK,Hawaiian Standard Time
MUM,E. Africa Standard Time
MUN,Venezuela Standard Time
MUO,Mountain Standard Time
MUP,AUS Central Standard Time
MUQ,W. Australia Standard Time
MUR,Singapore Standard Time
MUS,Tokyo Standard Time
MUT,Central Standard Time
MUW,W. Central Africa Standard Time
MUX,Pakistan Standard Time
MUY,W. Central Africa Standard Time
MUZ,E. Africa Standard Time
MVA,Greenwich Standard Time
MVB,W. Central Africa Standard Time
MVC,Central Standard Time
MVD,Montevideo Standard Time
MVE,Central Standard Time
MVF,SA Eastern Standard Time
MVK,Cen. Australia Standard Time
MVL,Eastern Standard Time
MVM,Mountain Standard Time
MVO,W. Central Africa Standard Time
MVP,SA Pacific Standard Time
MVQ,Belarus Standard Time
MVR,W. Central Africa Standard Time
MVS,Bahia Standard Time
MVT,Hawaiian Standard Time
MVU,E. Australia Standard Time
MVV,Romance Standard Time
MVW,Pacific Standard Time
MVX,W. Central Africa Standard Time
MVY,Eastern Standard Time
MVZ,South Africa Standard Time
MWA,Central Standard Time
MWB,W. Australia Standard Time
MWC,Central Standard Time
MWD,Pakistan Standard Time
MWE,Sudan Standard Time
MWF,Central Pacific Standard Time
MWG,West Pacific Standard Time
MWH,Pacific Standard Time
MWI,West Pacific Standard Time
MWJ,SA Western Standard Time
MWK,SE Asia Standard Time
MWL,Central Standard Time
MWN,E. Africa Standard Time
MWO,Eastern Standard Time
MWQ,Myanmar Standard Time
MWR,South Africa Standard Time
MWT,Cen. Australia Standard Time
MWU,West Pacific Standard Time
MWV,SE Asia Standard Time
MWX,Korea Standard Time
MWY,E. Australia Standard Time
MWZ,E. Africa Standard Time
MXA,Central Standard Time
MXB,Singapore Standard Time
MXC,Mountain Standard Time
MXD,E. Australia Standard Time
MXE,Eastern Standard Time
MXF,Central Standard Time
MXH,West Pacific Standard Time
MXI,Singapore Standard Time
MXJ,W. Central Africa Standard Time
MXK,West Pacific Standard Time
MXL,Pacific Standard Time (Mexico)
MXM,E. Africa Standard Time
MXN,Romance Standard Time
MXP,W. Europe Standard Time
MXQ,Bahia Standard Time
MXR,FLE Standard Time
MXS,Samoa Standard Time
MXT,E. Africa Standard Time
MXU,W. Australia Standard Time
MXV,Ulaanbaatar Standard Time
MXW,Ulaanbaatar Standard Time
MXX,W. Europe Standard Time
MXY,Alaskan Standard Time
MXZ,China Standard Time
MYA,AUS Eastern Standard Time
MYB,W. Central Africa Standard Time
MYC,Venezuela Standard Time
MYD,E. Africa Standard Time
MYE,Tokyo Standard Time
MYF,Pacific Standard Time
MYG,Eastern Standard Time
MYI,E. Australia Standard Time
MYJ,Tokyo Standard Time
MYK,Alaskan Standard Time
MYL,Mountain Standard Time
MYM,SA Western Standard Time
MYN,Arab Standard Time
MYO,W. Australia Standard Time
MYP,West Asia Standard Time
MYQ,India Standard Time
MYR,Eastern Standard Time
MYS,E. Africa Standard Time
MYT,Myanmar Standard Time
MYU,Alaskan Standard Time
MYV,Pacific Standard Time
MYW,E. Africa Standard Time
MYX,West Pacific Standard Time
MYY,Singapore Standard Time
MYZ,South Africa Standard Time
MZA,SA Pacific Standard Time
MZB,South Africa Standard Time
MZC,W. Central Africa Standard Time
MZD,SA Pacific Standard Time
MZE,Central America Standard Time
MZG,Taipei Standard Time
MZH,Turkey Standard Time
MZI,Greenwich Standard Time
MZJ,US Mountain Standard Time
MZK,UTC+12
MZL,SA Pacific Standard Time
MZO,Cuba Standard Time
MZP,New Zealand Standard Time
MZQ,South Africa Standard Time
MZR,Afghanistan Standard Time
MZS,Singapore Standard Time
MZT,Mountain Standard Time (Mexico)
MZU,India Standard Time
MZV,Singapore Standard Time
MZW,W. Central Africa Standard Time
MZY,South Africa Standard Time
MZZ,US Eastern Standard Time
NAA,AUS Eastern Standard Time
NAC,Cen. Australia Standard Time
NAD,SA Pacific Standard Time
NAE,W. Central Africa Standard Time
NAF,Singapore Standard Time
NAG,India Standard Time
NAH,Singapore Standard Time
NAI,SA Western Standard Time
NAJ,Azerbaijan Standard Time
NAK,SE Asia Standard Time
NAL,Russian Standard Time
NAM,Tokyo Standard Time
NAN,Fiji Standard Time
NAO,China Standard Time
NAP,W. Europe Standard Time
NAQ,Atlantic Standard Time
NAR,SA Pacific Standard Time
NAS,Eastern Standard Time
NAT,SA Eastern Standard Time
NAU,Hawaiian Standard Time
NAV,Turkey Standard Time
NAW,SE Asia Standard Time
NAY,China Standard Time
NAZ,Central Pacific Standard Time
NBA,West Pacific Standard Time
NBB,SA Pacific Standard Time
NBC,Russian Standard Time
NBE,W. Central Africa Standard Time
NBG,Central Standard Time
NBH,AUS Eastern Standard Time
NBL,SA Pacific Standard Time
NBN,W. Central Africa Standard Time
NBO,E. Africa Standard Time
NBS,China Standard Time
NBW,Cuba Standard Time
NBX,Tokyo Standard Time
NCA,Turks And Caicos Standard Time
NCE,Romance Standard Time
NCG,Mountain Standard Time (Mexico)
NCH,E. Africa Standard Time
NCI,SA Pacific Standard Time
NCJ,Argentina Standard Time
NCL,GMT Standard Time
NCN,Alaskan Standard Time
NCO,Eastern Standard Time
NCR,Central America Standard Time
NCS,South Africa Standard Time
NCT,Central America Standard Time
NCU,West Asia Standard Time
NCY,Romance Standard Time
NDA,Tokyo Standard Time
NDB,Morocco Standard Time
NDC,India Standard Time
NDD,W. Central Africa Standard Time
NDE,E. Africa Standard Time
NDF,W. Central Africa Standard Time
NDG,China Standard Time
NDI,West Pacific Standard Time
NDJ,W. Central Africa Standard Time
NDK,UTC+12
NDL,W. Central Africa Standard Time
NDM,E. Africa Standard Time
NDN,West Pacific Standard Time
NDR,Morocco Standard Time
NDS,W. Australia Standard Time
NDU,Namibia Standard Time
NDY,GMT Standard Time
NEC,Argentina Standard Time
NEF,Ekaterinburg Standard Time
NEG,SA Pacific Standard Time
NEI,Vladivostok Standard Time
NEJ,E. Africa Standard Time
NEK,E. Africa Standard Time
NEL,Eastern Standard Time
NEN,Eastern Standard Time
NER,Yakutsk Standard Time
NEU,SE Asia Standard Time
NEV,SA Western Standard Time
NEW,Central Standard Time
NFG,Ekaterinburg Standard Time
NFL,Pacific Standard Time
NFO,Tonga Standard Time
NFR,Libya Standard Time
NGA,AUS Eastern Standard Time
NGB,China Standard Time
NGD,SA Western Standard Time
NGE,W. Central Africa Standard Time
NGF,Hawaiian Standard Time
NGI,Fiji Standard Time
NGK,Sakhalin Standard Time
NGL,South Africa Standard Time
NGO,Tokyo Standard Time
NGQ,China Standard Time
NGS,Tokyo Standard Time
NGU,Eastern Standard Time
NGX,Nepal Standard Time
NHD,Arabian Standard Time
NHF,Sudan Standard Time
NHK,Eastern Standard Time
NHT,GMT Standard Time
NHV,Marquesas Standard Time
NHX,Central Standard Time
NHZ,Eastern Standard Time
NIA,Greenwich Standard Time
NIB,Alaskan Standard Time
NIF,W. Australia Standard Time
NIG,UTC+12
NIK,Greenwich Standard Time
NIM,W. Central Africa Standard Time
NIO,W. Central Africa Standard Time
NIP,Eastern Standard Time
NIQ,Greenland Standard Time
NIR,Central Standard Time
NIS,West Pacific Standard Time
NIT,Romance Standard Time
NIU,Hawaiian Standard Time
NIX,Greenwich Standard Time
NJA,Tokyo Standard Time
NJC,Ekaterinburg Standard Time
NJF,Arabic Standard Time
NJJ,China Standard Time
NJK,Pacific Standard Time
NKB,W. Australia Standard Time
NKC,Greenwich Standard Time
NKD,Tokyo Standard Time
NKG,China Standard Time
NKI,Alaskan Standard Time
NKL,W. Central Africa Standard Time
NKM,Tokyo Standard Time
NKN,West Pacific Standard Time
NKP,Hawaiian Standard Time
NKT,Turkey Standard Time
NKU,South Africa Standard Time
NKW,Central Asia Standard Time
NKX,Pacific Standard Time
NKY,W. Central Africa Standard Time
NLA,South Africa Standard Time
NLC,Pacific Standard Time
NLD,Central Standard Time
NLE,Eastern Standard Time
NLF,E. Australia Standard Time
NLG,Alaskan Standard Time
NLH,China Standard Time
NLI,Vladivostok Standard Time
NLK,Norfolk Standard Time
NLL,W. Australia Standard Time
NLN,Pacific Standard Time
NLO,W. Central Africa Standard Time
NLP,South Africa Standard Time
NLS,W. Australia Standard Time
NLT,China Standard Time
NLU,Central Standard Time (Mexico)
NLV,FLE Standard Time
NMA,West Asia Standard Time
NMB,India Standard Time
NMC,Eastern Standard Time
NME,Alaskan Standard Time
NMF,West Asia Standard Time
NMG,SA Pacific Standard Time
NML,Mountain Standard Time
NMN,West Pacific Standard Time
NMP,E. Australia Standard Time
NMR,E. Australia Standard Time
NMS,Myanmar Standard Time
NMT,Myanmar Standard Time
NNA,Morocco Standard Time
NNB,Central Pacific Standard Time
NND,South Africa Standard Time
NNG,China Standard Time
NNI,Namibia Standard Time
NNK,Alaskan Standard Time
NNL,Alaskan Standard Time
NNM,Russian Standard Time
NNR,GMT Standard Time
NNT,SE Asia Standard Time
NNU,E. South America Standard Time
NNX,Singapore Standard Time
NNY,China Standard Time
NOA,AUS Eastern Standard Time
NOB,Central America Standard Time
NOC,GMT Standard Time
NOD,W. Europe Standard Time
NOG,US Mountain Standard Time
NOJ,Ekaterinburg Standard Time
NOK,Central Brazilian Standard Time
NOM,West Pacific Standard Time
NON,UTC+12
NOO,West Pacific Standard Time
NOP,Turkey Standard Time
NOR,Greenwich Standard Time
NOS,E. Africa Standard Time
NOT,Pacific Standard Time
NOU,Central Pacific Standard Time
NOV,W. Central Africa Standard Time
NOZ,North Asia Standard Time
NPA,Central Standard Time
NPE,New Zealand Standard Time
NPG,West Pacific Standard Time
NPH,Mountain Standard Time
NPL,New Zealand Standard Time
NPO,SE Asia Standard Time
NPP,AUS Central Standard Time
NPR,SA Eastern Standard Time
NPT,Eastern Standard Time
NPU,SA Pacific Standard Time
NPY,E. Africa Standard Time
NQA,Central Standard Time
NQI,Central Standard Time
NQL,E. South America Standard Time
NQN,Argentina Standard Time
NQT,GMT Standard Time
NQU,SA Pacific Standard Time
NQX,Eastern Standard Time
NQY,GMT Standard Time
NQZ,Central Asia Standard Time
NRA,AUS Eastern Standard Time
NRB,Eastern Standard Time
NRD,W. Europe Standard Time
NRE,Tokyo Standard Time
NRG,W. Australia Standard Time
NRI,Central Standard Time
NRK,W. Europe Standard Time
NRL,GMT Standard Time
NRM,Greenwich Standard Time
NRN,W. Europe Standard Time
NRR,SA Western Standard Time
NRS,Pacific Standard Time
NRT,Tokyo Standard Time
NRY,AUS Central Standard Time
NSB,Eastern Standard Time
NSE,Central Standard Time
NSH,Iran Standard Time
NSI,W. Central Africa Standard Time
NSK,North Asia Standard Time
NSL,Central Standard Time
NSM,W. Australia Standard Time
NSN,New Zealand Standard Time
NSO,AUS Eastern Standard Time
NSQ,Greenland Standard Time
NSR,SA Eastern Standard Time
NST,SE Asia Standard Time
NSV,E. Australia Standard Time
NSY,W. Europe Standard Time
NTB,W. Europe Standard Time
NTC,South Africa Standard Time
NTD,Pacific Standard Time
NTE,Romance Standard Time
NTG,China Standard Time
NTI,Tokyo Standard Time
NTJ,Mountain Standard Time
NTL,AUS Eastern Standard Time
NTN,E. Australia Standard Time
NTO,Cape Verde Standard Time
NTQ,Tokyo Standard Time
NTR,Central Standard Time (Mexico)
NTT,Tonga Standard Time
NTU,Eastern Standard Time
NTX,SE Asia Standard Time
NTY,South Africa Standard Time
NUB,AUS Central Standard Time
NUD,Sudan Standard Time
NUE,W. Europe Standard Time
NUF,Sri Lanka Standard Time
NUG,Bougainville Standard Time
NUI,Alaskan Standard Time
NUK,Hawaiian Standard Time
NUL,Alaskan Standard Time
NUM,Arab Standard Time
NUP,Alaskan Standard Time
NUQ,Pacific Standard Time
NUR,Cen. Australia Standard Time
NUS,Central Pacific Standard Time
NUU,E. Africa Standard Time
NUW,Pacific Standard Time
NUX,Ekaterinburg Standard Time
NVA,SA Pacific Standard Time
NVI,West Asia Standard Time
NVM,Central Brazilian Standard Time
NVN,Pacific Standard Time
NVP,SA Western Standard Time
NVS,Romance Standard Time
NVT,E. South America Standard Time
NVY,India Standard Time
NWA,E. Africa Standard Time
NWI,GMT Standard Time
NWT,West Pacific Standard Time
NYA,Ekaterinburg Standard Time
NYE,E. Africa Standard Time
NYI,Greenwich Standard Time
NYK,E. Africa Standard Time
NYM,Ekaterinburg Standard Time
NYN,AUS Eastern Standard Time
NYO,W. Europe Standard Time
NYR,Yakutsk Standard Time
NYT,Myanmar Standard Time
NYU,Myanmar Standard Time
NYW,Myanmar Standard Time
NZA,W. Central Africa Standard Time
NZC,SA Pacific Standard Time
NZE,Greenwich Standard Time
NZH,China Standard Time
NZL,China Standard Time
NZY,Pacific Standard Time
OAA,Afghanistan Standard Time
OAG,AUS Eastern Standard Time
OAH,Afghanistan Standard Time
OAI,Afghanistan Standard Time
OAJ,Eastern Standard Time
OAK,Pacific Standard Time
OAL,SA Western Standard Time
OAM,New Zealand Standard Time
OAN,Central America Standard Time
OAR,Pacific Standard Time
OAS,Afghanistan Standard Time
OAX,Central Standard Time (Mexico)
OAZ,Afghanistan Standard Time
OBC,E. Africa Standard Time
OBD,Tokyo Standard Time
OBE,Eastern Standard Time
OBF,W. Europe Standard Time
OBI,SA Eastern Standard Time
OBL,Romance Standard Time
OBM,West Pacific Standard Time
OBN,GMT Standard Time
OBO,Tokyo Standard Time
OBS,Romance Standard Time
OBU,Alaskan Standard Time
OBX,West Pacific Standard Time
OBY,Azores Standard Time
OCA,Eastern Standard Time
OCC,SA Pacific Standard Time
OCE,Eastern Standard Time
OCF,Eastern Standard Time
OCH,Central Standard Time
OCJ,SA Pacific Standard Time
OCM,W. Australia Standard Time
OCN,Pacific Standard Time
OCS,W. Central Africa Standard Time
OCV,SA Pacific Standard Time
OCW,Eastern Standard Time
ODA,W. Central Africa Standard Time
ODB,Romance Standard Time
ODC,Pacific Standard Time
ODD,Cen. Australia Standard Time
ODE,Romance Standard Time
ODH,GMT Standard Time
ODJ,W. Central Africa Standard Time
ODL,Cen. Australia Standard Time
ODN,Singapore Standard Time
ODO,North Asia East Standard Time
ODR,W. Australia Standard Time
ODS,FLE Standard Time
ODW,Pacific Standard Time
ODY,SE Asia Standard Time
OEA,Central Standard Time
OEC,Tokyo Standard Time
OEL,Russian Standard Time
OEM,SA Eastern Standard Time
OEO,Central Standard Time
OER,W. Europe Standard Time
OES,Argentina Standard Time
OFF,Central Standard Time
OFI,Greenwich Standard Time
OFJ,Greenwich Standard Time
OFK,Central Standard Time
OFU,UTC-11
OGA,Mountain Standard Time
OGB,Eastern Standard Time
OGD,Mountain Standard Time
OGE,West Pacific Standard Time
OGG,Hawaiian Standard Time
OGL,SA Western Standard Time
OGM,SA Pacific Standard Time
OGN,Tokyo Standard Time
OGO,Greenwich Standard Time
OGR,W. Central Africa Standard Time
OGS,Eastern Standard Time
OGU,Turkey Standard Time
OGX,W. Central Africa Standard Time
OGZ,Russian Standard Time
OHA,New Zealand Standard Time
OHB,E. Africa Standard Time
OHD,Central European Standard Time
OHE,China Standard Time
OHH,Sakhalin Standard Time
OHI,Namibia Standard Time
OHO,Vladivostok Standard Time
OHR,W. Europe Standard Time
OHS,Arabian Standard Time
OHT,Pakistan Standard Time
OIA,SA Eastern Standard Time
OIC,Eastern Standard Time
OIM,Tokyo Standard Time
OIR,Tokyo Standard Time
OIT,Tokyo Standard Time
OJC,Central Standard Time
OKA,Tokyo Standard Time
OKB,E. Australia Standard Time
OKC,Central Standard Time
OKD,Tokyo Standard Time
OKE,Tokyo Standard Time
OKF,Namibia Standard Time
OKG,W. Central Africa Standard Time
OKI,Tokyo Standard Time
OKJ,Tokyo Standard Time
OKK,US Eastern Standard Time
OKL,Tokyo Standard Time
OKM,Central Standard Time
OKN,W. Central Africa Standard Time
OKO,Tokyo Standard Time
OKP,West Pacific Standard Time
OKQ,Tokyo Standard Time
OKR,E. Australia Standard Time
OKS,Mountain Standard Time
OKT,Ekaterinburg Standard Time
OKU,Namibia Standard Time
OKV,West Pacific Standard Time
OKY,E. Australia Standard Time
OLA,W. Europe Standard Time
OLB,W. Europe Standard Time
OLC,SA Western Standard Time
OLD,Eastern Standard Time
OLF,Mountain Standard Time
OLG,E. Africa Standard Time
OLH,Alaskan Standard Time
OLI,Greenwich Standard Time
OLJ,Central Pacific Standard Time
OLK,Paraguay Standard Time
OLL,W. Central Africa Standard Time
OLM,Pacific Standard Time
OLN,Argentina Standard Time
OLO,Central Europe Standard Time
OLP,Cen. Australia Standard Time
OLQ,West Pacific Standard Time
OLR,Afghanistan Standard Time
OLS,US Mountain Standard Time
OLV,Central Standard Time
OLX,E. Africa Standard Time
OLZ,Yakutsk Standard Time
OMA,Central Standard Time
OMB,W. Central Africa Standard Time
OMC,Singapore Standard Time
OMD,South Africa Standard Time
OME,Alaskan Standard Time
OMF,Jordan Standard Time
OMG,Namibia Standard Time
OMH,Iran Standard Time
OMI,Iran Standard Time
OMJ,Tokyo Standard Time
OMK,Pacific Standard Time
OMM,Arabian Standard Time
OMN,India Standard Time
OMO,Central European Standard Time
OMR,GTB Standard Time
OMS,Omsk Standard Time
OMY,SE Asia Standard Time
ONB,West Pacific Standard Time
OND,Namibia Standard Time
ONG,E. Australia Standard Time
ONI,Tokyo Standard Time
ONJ,Tokyo Standard Time
ONK,Yakutsk Standard Time
ONL,Central Standard Time
ONO,Mountain Standard Time
ONP,Pacific Standard Time
ONQ,Turkey Standard Time
ONR,E. Australia Standard Time
ONS,W. Australia Standard Time
ONT,Pacific Standard Time
ONU,Fiji Standard Time
ONX,SA Pacific Standard Time
OOD,W. Australia Standard Time
OOK,Alaskan Standard Time
OOL,E. Australia Standard Time
OOM,AUS Eastern Standard Time
OOR,E. Australia Standard Time
OOT,UTC+12
OPA,Greenwich Standard Time
OPB,West Pacific Standard Time
OPF,Eastern Standard Time
OPI,AUS Central Standard Time
OPO,GMT Standard Time
OPP,SA Eastern Standard Time
OPS,Central Brazilian Standard Time
OPU,West Pacific Standard Time
OPW,Namibia Standard Time
ORA,Argentina Standard Time
ORB,W. Europe Standard Time
ORC,SA Pacific Standard Time
ORD,Central Standard Time
ORE,Romance Standard Time
ORF,Eastern Standard Time
ORG,SA Eastern Standard Time
ORH,Eastern Standard Time
ORI,Alaskan Standard Time
ORJ,SA Western Standard Time
ORK,GMT Standard Time
ORL,Eastern Standard Time
ORM,GMT Standard Time
ORN,W. Central Africa Standard Time
ORO,Central America Standard Time
ORP,South Africa Standard Time
